"Bil i Nord, Mo i Rana", Steinbekkhaugveien 15, 8610 MO I RANA, geir.flostrand@bilinord.no,+47 75135990,https://bilinord.dacia.no/helgeland/biler/duster/
"Bil i Nord, Bodø", Gamle Riksvei 1, 8008 BODØ, geir.flostrand@bilinord.no,+47 75504100,https://bilinord.dacia.no/bodo/biler/duster/
Motor Forum Oslo, Østre Akervei 62, 0581 OSLO, salg.oslo@motorforum.no,+47 23053600,http://www.motorforum.no/forhandlere/oslo/
Autocenteret AS, Industrigata 20, 2619 Lillehammer, firmapost@autocenteretas.no,61 27 93 00,https://autocenteret.dacia.no/biler/duster/
Haraldsen Auto, Storgata 54, 2870 Dokka, ,61113340,https://haraldsenauto.no/
Varden Bil, Norevegen 1, 5542 KARMSUND, jens.erik.eriksen@vardenbil.no,+47 52814500,http://www.vardenbil.no/
Motor Forum Stavanger," Svanholmen 23, Forus", 4313 SANDNES, salg.stavanger@motorforum.no,+47 51 82 78 00,http://www.motorforum.no/forhandlere/stavanger/
Motor Forum Sandnes, Kvålveien 2, 4324 SANDNES, salg.sandnes@motorforum.no,+47 51681866,http://www.motorforum.no/forhandlere/sandnes/
Sannan Bil, Arve Skjeflos veg 6, 7713 Steinkjer, ,74 14 91 49,https://sannanbil.dacia.no/
Bilcentrum, Leangen Alle 6, 7044 Trondheim, bilcentrum@bilcentrum.no,+47 73 82 97 00,bilcentrum.dacia.no/biler/duster
Motor Forum Skien, Kjørbekkdalen 13, 3735 SKIEN, salg.skien@motorforum.no,+47 90583721,http://www.motorforum.no/forhandlere/skien/
Motor Forum Notodden, Semsveien 35, 3676 NOTODDEN, salg.notodden@motorforum.no,+47 40004344,http://www.motorforum.no/forhandlere/notodden/
Silsand Auto, Laukhellaveien 21, 9303 SILSAND, bilselger@silsandauto.no,77 85 26 00,https://silsandauto.dacia.no
Auto Nord AS, Kongsveien 39, 9408 HARSTAD, salgsavdeling@autonordas.no,+47 77 00 07 80,http://www.autonordas.no/
Trondsen Bil AS, Håndverkervegen 4B, 9018 TROMSØ, jan.erik.trondsen@trondsen.no,+47 40 55 55 40,http://www.trondsen.no/nye-biler/63
City Bil Tønsberg, Malergaten 1, 3117 TØNSBERG, post@citybil.no,+47 47884000,http://www.citybil.no/
Bilbutikk1, Klokkergårdv. 11, 1711 Sarpsborg, ,69 11 59 00,https://www.bilbutikk1.no/
Norgesporten Bil, Rødenesveien 4, 1870 ØRJE, morten.teig@online.no,+47 69812800,http://www.norgesportenbil.no/
Moss To-Takt, Midtveien 1, 1526 MOSS, paal@mosstotakt.com,+47 69709070,http://www.mosstotakt.com/
Jensen & Scheele Auto AS, Vestgårdveien 5, 1787 HALDEN, firmapost@mih.no,+47 69190520,http://jensenogscheele.dacia.no/biler/duster/
Motor Forum Fredrikstad, Stabburveien 5, 1617 FREDRIKSTAD, salg.fredrikstad@motorforum.no,+47 69364090,https://www.motorforum.no/dacia/ny-duster/?dealerId=14
